Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/10/2012,1
TOLIMA,PLANADAS,73555000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/10/2012,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/10/2012,1
ANTIOQUIA,YARUMAL,5887000,GRANADA DE MANO,28/10/2012,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,28/10/2012,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/10/2012,1
ANTIOQUIA,TURBO,5837000,GRANADA DE MANO,29/10/2012,1
CESAR,SAN DIEGO,20750000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/10/2012,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/10/2012,1
CAUCA,PATÍA,19532000,PAQUETE BOMBA,30/10/2012,1
ANTIOQUIA,YONDÓ,5893000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/10/2012,1
CAUCA,MERCADERES,19450000,GRANADA DE MANO,31/10/2012,1
VALLE,PRADERA,76563000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/10/2012,1
CAUCA,PUERTO TEJADA,19573000,GRANADA DE MANO,01/11/2012,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/11/2012,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,04/11/2012,1
CAUCA,BALBOA,19075000,CILINDRO BOMBA,05/11/2012,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,GRANADA DE MANO,07/11/2012,1
CAUCA,POPAYÁN (CT),19001000,PAQUETE BOMBA,07/11/2012,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,07/11/2012,1
NARIÑO,IMUÉS,52354000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/11/2012,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/11/2012,1
CAUCA,CORINTO,19212000,GRANADA DE MANO,10/11/2012,1
CAUCA,CALOTO,19142000,GRANADA DE MORTERO,10/11/2012,1
CAUCA,ARGELIA,19050000,OLLA BOMBA,10/11/2012,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/11/2012,1
CHOCÓ,ATRATO,27050000,COMBUSTIBLE,11/11/2012,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,11/11/2012,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/11/2012,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,12/11/2012,1
HUILA,CAMPOALEGRE,41132000,COMBUSTIBLE,12/11/2012,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/11/2012,1
ANTIOQUIA,SEGOVIA,5736000,GRANADA DE MANO,15/11/2012,1
HUILA,CAMPOALEGRE,41132000,GRANADA DE MANO,16/11/2012,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,16/11/2012,1
VALLE,DAGUA,76233000,ARTEFACTO INCENDIARIO,16/11/2012,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,17/11/2012,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/11/2012,2
VALLE,BUENAVENTURA,76109000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/11/2012,2
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,18/11/2012,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/11/2012,1
ANTIOQUIA,CAMPAMENTO,5134000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/11/2012,1
META,VISTAHERMOSA,50711000,-,25/11/2012,1
VALLE,PALMIRA,76520000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/11/2012,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/11/2012,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,29/11/2012,1
NARIÑO,SAMANIEGO,52678000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/11/2012,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/11/2012,1
CHOCÓ,CONDOTO,27205000,CILINDRO BOMBA,01/12/2012,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/12/2012,1
SANTANDER,BARRANCABERMEJA,68081000,GRANADA DE MANO,03/12/2012,1
BOYACÁ,CUBARÁ,15223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/12/2012,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,09/12/2012,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/12/2012,1
CAUCA,GUAPI,19318000,GRANADA DE MANO,31/12/2012,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,01/01/2013,1
ANTIOQUIA,CÁCERES,5120000,MINA ANTIPERSONA,04/01/2013,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/01/2013,1
ANTIOQUIA,DABEIBA,5234000,PAQUETE BOMBA,05/01/2013,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,06/01/2013,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/01/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/01/2013,2
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/01/2013,1
ANTIOQUIA,YARUMAL,5887000,MINA ANTIPERSONA,10/01/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,MINA ANTIPERSONA,11/01/2013,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO INCENDIARIO,11/01/2013,1
ARAUCA,ARAUQUITA,81065000,MINA ANTIPERSONA,12/01/2013,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,12/01/2013,1
ANTIOQUIA,BRICEÑO,5107000,MINA ANTIPERSONA,13/01/2013,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,15/01/2013,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2013,1
CHOCÓ,EL CARMEN DE ATRATO,27245000,GRANADA DE MANO,15/01/2013,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,18/01/2013,1
BOYACÁ,CUBARÁ,15223000,CILINDRO BOMBA,18/01/2013,1
CHOCÓ,QUIBDÓ (CT),27001000,GRANADA DE MANO,19/01/2013,1
GUAJIRA,BARRANCAS,44078000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/01/2013,1
GUAJIRA,FONSECA,44279000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/01/2013,1
META,GRANADA,50313000,GRANADA DE MANO,20/01/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/01/2013,3
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2013,1
ARAUCA,PUERTO RONDÓN,81591000,MINA ANTIPERSONA,21/01/2013,1
ARAUCA,PUERTO RONDÓN,81591000,CANTINA BOMBA,21/01/2013,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2013,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/01/2013,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/01/2013,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,22/01/2013,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,23/01/2013,1
ANTIOQUIA,DABEIBA,5234000,CARRO BOMBA,23/01/2013,1
META,MAPIRIPÁN,50325000,COMBUSTIBLE,23/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,23/01/2013,1
VALLE,DAGUA,76233000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/01/2013,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,24/01/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,-,24/01/2013,1
GUAJIRA,EL MOLINO,44110000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/01/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/01/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/01/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/01/2013,1
ARAUCA,ARAUQUITA,81065000,GRANADA DE FUSIL,26/01/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/01/2013,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/01/2013,1
META,PUERTO CONCORDIA,50450000,GRANADA DE MANO,27/01/2013,1
META,PUERTO CONCORDIA,50450000,COMBUSTIBLE,27/01/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,GRANADA DE MANO,27/01/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/01/2013,2
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/01/2013,1
CAUCA,TIMBIQUÍ,19809000,GRANADA DE MANO,29/01/2013,1
ANTIOQUIA,SEGOVIA,5736000,GRANADA DE MANO,30/01/2013,1
CAUCA,EL TAMBO,19256000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/01/2013,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,30/01/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/01/2013,1
VALLE,BUENAVENTURA,76109000,PAQUETE BOMBA,30/01/2013,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/01/2013,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/01/2013,1
META,GRANADA,50313000,COMBUSTIBLE,31/01/2013,1
TOLIMA,CAJAMARCA,73124000,GRANADA DE MANO,31/01/2013,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/02/2013,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/02/2013,1
GUAJIRA,FONSECA,44279000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/02/2013,1
GUAJIRA,MAICAO,44430000,GRANADA DE MANO,01/02/2013,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,02/02/2013,1
ARAUCA,TAME,81794000,GRANADA DE MANO,03/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CILINDRO BOMBA,03/02/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/02/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,GRANADA DE MANO,03/02/2013,1
ANTIOQUIA,GIRALDO,5306000,GRANADA DE MANO,04/02/2013,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,04/02/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/02/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/02/2013,1
CAUCA,CALOTO,19142000,CARRO BOMBA,05/02/2013,1
CHOCÓ,RIOSUCIO,27615000,GRANADA DE MORTERO,05/02/2013,1
ARAUCA,TAME,81794000,CARRO BOMBA,06/02/2013,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,06/02/2013,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,06/02/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/02/2013,1
HUILA,NEIVA (CT),41001000,MOTO BOMBA,07/02/2013,1
ARAUCA,ARAUCA (CT),81001000,COMBUSTIBLE,08/02/2013,1
ARAUCA,ARAUQUITA,81065000,GRANADA DE MORTERO,08/02/2013,1
CHOCÓ,BOJAYÁ,27099000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,08/02/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/02/2013,1
TOLIMA,CUNDAY,73226000,COMBUSTIBLE,08/02/2013,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2013,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,09/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2013,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO INCENDIARIO,09/02/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2013,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2013,1
ANTIOQUIA,REMEDIOS,5604000,GRANADA DE MANO,11/02/2013,1
GUAVIARE,MIRAFLORES,95200000,GRANADA DE MANO,11/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2013,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/02/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/02/2013,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,COMBUSTIBLE,13/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,GRANADA DE MANO,14/02/2013,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,14/02/2013,1
ANTIOQUIA,URRAO,5847000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/02/2013,1
GUAJIRA,RIOHACHA (CT),44001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/02/2013,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2013,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,16/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2013,2
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2013,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO INCENDIARIO,17/02/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/02/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,-,17/02/2013,1
ANTIOQUIA,BRICEÑO,5107000,MINA ANTIPERSONA,18/02/2013,1
META,GRANADA,50313000,GRANADA DE MANO,18/02/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,18/02/2013,1
ANTIOQUIA,BRICEÑO,5107000,MINA ANTIPERSONA,19/02/2013,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,GRANADA DE MANO,19/02/2013,1
CESAR,CURUMANÍ,20228000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/02/2013,1
HUILA,SAN AGUSTÍN,41668000,GRANADA DE MANO,19/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/02/2013,1
HUILA,CAMPOALEGRE,41132000,GRANADA DE MANO,20/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/02/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,CARRO BOMBA,21/02/2013,1
GUAVIARE,EL RETORNO,95025000,GRANADA DE MANO,22/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/02/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/02/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,22/02/2013,1
ANTIOQUIA,SABANALARGA,5628000,ARTEFACTO INCENDIARIO,23/02/2013,1
ANTIOQUIA,ANORÍ,5040000,CILINDRO BOMBA,23/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/02/2013,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/02/2013,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,-,24/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/02/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO INCENDIARIO,24/02/2013,2
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/02/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO INCENDIARIO,24/02/2013,1
ANTIOQUIA,ITUANGO,5361000,GRANADA DE MANO,25/02/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2013,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2013,1
META,SAN MARTÍN,50689000,COMBUSTIBLE,26/02/2013,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/02/2013,2
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/02/2013,1
NARIÑO,BARBACOAS,52079000,GRANADA DE MANO,27/02/2013,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/02/2013,2
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/02/2013,1
META,PUERTO CONCORDIA,50450000,COMBUSTIBLE,28/02/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/02/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/02/2013,1
ANTIOQUIA,ZARAGOZA,5895000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/03/2013,1
HUILA,GARZÓN,41298000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/03/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO INCENDIARIO,01/03/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/03/2013,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/03/2013,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/03/2013,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,04/03/2013,1
CAUCA,ROSAS,19622000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/03/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CARRO BOMBA,05/03/2013,1
ANTIOQUIA,YARUMAL,5887000,COMBUSTIBLE,06/03/2013,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/03/2013,1
CHOCÓ,QUIBDÓ (CT),27001000,GRANADA DE MANO,06/03/2013,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,GRANADA DE MANO,06/03/2013,1
NARIÑO,CHACHAGÜÍ,52240000,COMBUSTIBLE,06/03/2013,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,07/03/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,07/03/2013,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/03/2013,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,08/03/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/03/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO INCENDIARIO,08/03/2013,1
CAUCA,PIAMONTE,19533000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/03/2013,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/03/2013,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,10/03/2013,1
META,LEJANÍAS,50400000,COMBUSTIBLE,10/03/2013,1
CAUCA,TIMBÍO,19807000,PAQUETE BOMBA,11/03/2013,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,11/03/2013,1
CAUCA,TIMBIQUÍ,19809000,GRANADA DE MANO,12/03/2013,1
TOLIMA,PLANADAS,73555000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/03/2013,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2013,1
ANTIOQUIA,TOLEDO,5819000,MINA ANTIPERSONA,13/03/2013,1
NARIÑO,ROBERTO PAYÁN,52621000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2013,1
NARIÑO,ROBERTO PAYÁN,52621000,GRANADA DE MANO,13/03/2013,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2013,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/03/2013,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/03/2013,1
GUAJIRA,DISTRACCIÓN,44098000,GRANADA DE MANO,14/03/2013,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,15/03/2013,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/03/2013,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/03/2013,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/03/2013,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,17/03/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO INCENDIARIO,17/03/2013,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/03/2013,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,18/03/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/03/2013,1
CAUCA,CAJIBÍO,19130000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/03/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,20/03/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/03/2013,1
NORTE DE SANTANDER,EL TARRA,54250000,COMBUSTIBLE,20/03/2013,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2013,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,21/03/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,23/03/2013,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/03/2013,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/03/2013,1
